"","p_inclusion","lon","lat","method","dropcode","depth","slope","selected"
"1",0.000108615107598534,113.557088362219,-22.6850717699932,"Naked Boss","N202",-92.4064574005056,1.10972000786632,"MBH"
"2",0.00032244681326812,113.558997440489,-22.6857183043326,"Naked Boss","N210",-88.2556305965936,1.68074166080415,"MBH"
"3",6.10960187894674e-05,113.559402397569,-22.6865694324768,"Naked Boss","N238",-86.9286815510533,1.41734826900478,"MBH"
"4",0.000130919759573844,113.561332481751,-22.6883440276707,"Naked Boss","N222",-79.6960778731278,0.814478276520588,"MBH"
"5",0.00032244681326812,113.556376461721,-22.6886489868016,"Naked Boss","N239",-91.5672780108614,1.8464416347687,"MBH"
"6",0.000274927724459053,113.558674627526,-22.6892893030616,"Naked Boss","N246",-85.415000664057,1.84969371123339,"MBH"
"7",0.000274927724459053,113.557540190107,-22.6910677939232,"Naked Boss","N204",-86.5108126667392,1.52521903006261,"MBH"
"8",6.61874322727481e-05,113.553030093565,-22.6918168995279,"Naked Boss","N213",-96.0051207105303,1.13460131996928,"MBH"
"9",6.10960187894674e-05,113.556087083741,-22.6940249385834,"Naked Boss","N234",-87.2134251035817,1.23557820976007,"MBH"
"10",0.000130919759573844,113.562981070495,-22.695900645562,"Naked Boss","N229",-77.3280836241324,0.729644626759924,"MBH"
"11",0.000168013725945985,113.560331481215,-22.6972971963837,"Naked Boss","N250",-79.3391693987807,1.0129245452534,"MBH"
"12",2.90934659006074e-05,113.549909694583,-22.6993143344686,"Naked Boss","N254",-96.3393901236836,0.782916950994113,"MBH"
"13",0.00032244681326812,113.55202854589,-22.700770064611,"Naked Boss","N242",-90.6509313578918,1.50651153144303,"MBH"
"14",0.000130919759573844,113.560803638179,-22.7017582050733,"Naked Boss","N206",-77.7495767018642,0.778706493306431,"MBH"
"15",2.90934659006074e-05,113.546795876659,-22.7045547548838,"Naked Boss","N247",-98.64950621221,0.295661510080331,"MBH"
"16",6.10960187894674e-05,113.557660022294,-22.70537435076,"Naked Boss","N252",-80.6930772638431,0.937758157545166,"MBH"
"17",6.10960187894674e-05,113.555541004768,-22.7065366638854,"Naked Boss","N220",-81.6204667477435,1.02402726192772,"MBH"
"18",2.90932925683402e-05,113.56219244997,-22.7084162326032,"Naked Boss","N225",-73.9194557598214,0.739917868673545,"MBH"
"19",0.000130919759573844,113.556175751046,-22.7118978344417,"Naked Boss","N215",-79.8804294025701,0.812683074262132,"MBH"
"20",0.000108615107598534,113.54979722028,-22.7168745332141,"Naked Boss","N236",-87.4465450811927,1.3172363354781,"MBH"
"21",0.000130919759573844,113.559302948384,-22.7178510194161,"Naked Boss","N217",-75.2462638699045,0.623925233535791,"MBH"
"22",6.10960187894674e-05,113.551727659927,-22.718649210805,"Naked Boss","N223",-82.5184136833282,1.17535183078541,"MBH"
"23",0.000130919759573844,113.557460532061,-22.7208144219262,"Naked Boss","N243",-76.2254581058827,0.600665431428034,"MBH"
"24",7.15211412263938e-05,113.547240699958,-22.723324796314,"Naked Boss","N228",-89.9706283981366,0.695583716368271,"MBH"
