"","p_inclusion","lon","lat","method","dropcode","depth","slope","selected"
"19",0.000130919759573844,113.559742116192,-22.7048445219978,"Squid Boss","S142",-77.916107319832,0.76460948335653,"MBH"
"20",0.000274927724459053,113.554018213561,-22.7057485282622,"Squid Boss","S116",-83.7235365641316,2.36924324356204,"MBH"
"21",2.90932925683402e-05,113.562393621156,-22.7061561592825,"Squid Boss","S138",-74.3147614599793,0.70082926114644,"MBH"
"22",6.61874322727481e-05,113.548343686386,-22.7066966849676,"Squid Boss","S155",-95.3892165960149,1.07606126888257,"MBH"
"23",6.10960187894674e-05,113.552924701757,-22.7071201094544,"Squid Boss","S101",-85.9575758627408,1.26836598887386,"MBH"
"24",0.00032244681326812,113.551049632756,-22.7083236091725,"Squid Boss","S130",-89.8540950866545,1.5105535748764,"MBH"
"25",0.000130919759573844,113.559917448437,-22.7090394598241,"Squid Boss","S107",-76.5129975947734,0.476782228950634,"MBH"
"26",0.000280019137942334,113.54926929633,-22.7093901666229,"Squid Boss","S139",-93.2078736005503,1.54151484571843,"MBH"
"27",0.00032244681326812,113.550055854916,-22.7098289943437,"Squid Boss","S115",-90.1555002270378,1.78330585482471,"MBH"
"28",0.000130919759573844,113.558431522796,-22.7102368112697,"Squid Boss","S137",-77.8766653722831,0.829034616639841,"MBH"
"29",6.10960187894674e-05,113.552753511911,-22.7110046431596,"Squid Boss","S143",-83.7924195501924,1.49617365355031,"MBH"
"30",0.000130919759573844,113.55735146043,-22.7149483500831,"Squid Boss","S148",-77.6057846023651,0.542618967629866,"MBH"
"31",0.000108615107598534,113.549006438694,-22.7162100885028,"Squid Boss","S102",-88.962053603309,1.08423197511531,"MBH"
"32",0.000130919759573844,113.554752611253,-22.7164794371422,"Squid Boss","S121",-80.1684497033638,0.377589971138772,"MBH"
"33",0.000130919759573844,113.55669903985,-22.7191113988999,"Squid Boss","S104",-77.5181770635928,0.480580379902192,"MBH"
"34",6.10960187894674e-05,113.55025494799,-22.7205684826877,"Squid Boss","S128",-84.742932545693,1.49734774530416,"MBH"
"35",6.61874322727481e-05,113.544947829957,-22.723000233432,"Squid Boss","S110",-93.7352456805182,1.01954627302531,"MBH"
"36",0.00032244681326812,113.548059113928,-22.7254783356816,"Squid Boss","S133",-87.4387597963358,1.6321627301456,"MBH"
"37",0.000130919759573844,113.555312767254,-22.7256784490891,"Squid Boss","S152",-77.3289596328783,0.604973626316128,"MBH"
"38",0.000108615107598534,113.547308415013,-22.7269798359409,"Squid Boss","S119",-88.6348272209998,1.14860829286048,"MBH"
"39",0.000274927724459053,113.548497608317,-22.7281344389063,"Squid Boss","S146",-84.4957908733338,1.57395332858525,"MBH"
"40",2.90932925683402e-05,113.558030153942,-22.7305097605752,"Squid Boss","S126",-72.8972103009299,0.520212742508266,"MBH"
"41",7.15211412263938e-05,113.544000230491,-22.7322684786822,"Squid Boss","S141",-89.94354614211,0.654266317655644,"MBH"
"42",0.000130919759573844,113.552789919962,-22.733933733758,"Squid Boss","S112",-78.3893700907052,0.677596953124024,"MBH"
"43",7.15211412263938e-05,113.54268802306,-22.737615578378,"Squid Boss","S136",-90.261047748105,0.210854920160938,"MBH"
"44",0.000168013725945985,113.5529593037,-22.7378128158225,"Squid Boss","S154",-76.6321661413282,1.01913994753681,"MBH"
"45",7.15211412263938e-05,113.543493947008,-22.7390922763995,"Squid Boss","S118",-89.4087559887353,0.639006959599027,"MBH"
"46",7.15211412263938e-05,113.541655942787,-22.7423262907373,"Squid Boss","S147",-90.3037008327979,0.329625629499215,"MBH"
"47",2.90932925683402e-05,113.555759127018,-22.7444483095069,"Squid Boss","S131",-71.2653540014949,0.352425133437387,"MBH"
"48",0.000108615107598534,113.542546252336,-22.7483605152619,"Squid Boss","S150",-87.6628969285805,1.18414121400116,"MBH"
"49",2.40020524173267e-05,113.545201016768,-22.7498077417009,"Squid Boss","S122",-83.7642321373712,0.664759395395612,"MBH"
"50",0.000274927724459053,113.542221363001,-22.7518412601194,"Squid Boss","S125",-85.0602944227284,1.8860923314084,"MBH"
"51",0.000130919759573844,113.54943197002,-22.7522679076924,"Squid Boss","S144",-76.8662340392259,0.839025190124903,"MBH"
"52",0.000130919759573844,113.546832356444,-22.7537989319097,"Squid Boss","S129",-80.1245222666341,0.780699355414698,"MBH"
"53",0.000130919759573844,113.54576090908,-22.759006798664,"Squid Boss","S153",-78.8815494942812,0.736731025833701,"MBH"
"54",0.000130919759573844,113.547661800483,-22.7591570129115,"Squid Boss","S109",-76.8578898947744,0.707673859857699,"MBH"
"55",6.10960187894674e-05,113.544280206406,-22.7605199391643,"Squid Boss","S105",-80.7050472763559,0.929363037958421,"MBH"
"56",0.000130919759573844,113.544692039087,-22.7617320763203,"Squid Boss","S132",-79.4266642283804,0.731316854026338,"MBH"
"57",NA,113.558962119021,-22.6995827363038,"Squid Boss","B47",-81.5200903023915,0.639237721881957,"Preferential"
"58",NA,113.559350736872,-22.6961840400256,"Squid Boss","B48",-80.310334536887,0.60148751387399,"Preferential"
"59",NA,113.544234219496,-22.7309590244257,"Squid Boss","B49",-90.1481291402469,0.66198648942353,"Preferential"
"60",NA,113.552682120397,-22.7172524594921,"Squid Boss","B50",-82.3224570150113,0.386915229688533,"Preferential"
"61",NA,113.56100051337,-22.690148801059,"Squid Boss","B51",-80.2934109899993,0.311148654564276,"Preferential"
"62",NA,113.534767355657,-22.7634034262372,"Squid Boss","B52",NA,NA,"Preferential"
"63",NA,113.56352242639,-22.6838711986542,"Squid Boss","B53",-80.0398116182561,0.831854469948277,"Preferential"
"64",NA,113.539146485145,-22.7653974323617,"Squid Boss","B54",NA,NA,"Preferential"
"65",NA,113.529262227719,-22.7562277251968,"Squid Boss","B55",NA,NA,"Preferential"
"66",NA,113.530231992071,-22.7531945849548,"Squid Boss","B56",NA,NA,"Preferential"
"67",NA,113.561106427168,-22.6751285189726,"Squid Boss","B57",NA,NA,"Preferential"
"68",NA,113.550166668564,-22.7053296919438,"Squid Boss","B58",-91.9909313271905,1.27067870558496,"Preferential"
"69",NA,113.545426492058,-22.7432898287293,"Squid Boss","B59",-83.8987160440982,0.665122899448813,"Preferential"
"70",NA,113.538829461943,-22.7510316225044,"Squid Boss","B60",-91.1726151045942,0.782781966347101,"Preferential"
"71",NA,113.565387550363,-22.6777118048937,"Squid Boss","B61",NA,NA,"Preferential"
"72",NA,113.541909184567,-22.7374792799043,"Squid Boss","B62",-90.6129325294834,0.609633740142973,"Preferential"
"73",NA,113.566516966631,-22.6742869148977,"Squid Boss","B63",NA,NA,"Preferential"
"74",NA,113.550422243179,-22.7343184160351,"Squid Boss","B64",-80.8433286251243,0.840481469785821,"Preferential"
