"","p_inclusion","lon","lat","method","dropcode","depth","slope","selected"
"1",0.000274927724459053,113.560511633862,-22.6860551750274,"Squid Boss","S135",-84.2842851995249,1.59918844409369,"MBH"
"2",0.000130919759573844,113.564308017995,-22.6861749192509,"Squid Boss","S123",-79.76860849248,0.48951150990409,"MBH"
"3",0.000108615107598534,113.55788733242,-22.6888053847434,"Squid Boss","S145",-87.8571163426508,1.26985404207228,"MBH"
"4",0.000168013725945985,113.564746615339,-22.6888309723086,"Squid Boss","S103",-78.1156324230025,1.13333820347284,"MBH"
"5",6.61874322727481e-05,113.554498314229,-22.6896720081331,"Squid Boss","S108",-95.3486153219587,0.930436487940977,"MBH"
"6",0.00032244681326812,113.555638575748,-22.6908273633589,"Squid Boss","S151",-91.3732681931032,1.78036372799125,"MBH"
"7",0.000168013725945985,113.565186075447,-22.6915321453142,"Squid Boss","S114",-76.0138261805779,1.03571204410679,"MBH"
"8",0.00032244681326812,113.555277160548,-22.6923226656135,"Squid Boss","S124",-90.5281568372232,1.62415251728614,"MBH"
"9",2.90934659006074e-05,113.550779542007,-22.6937485721591,"Squid Boss","S117",-97.8893136036866,0.50374744274066,"MBH"
"10",0.000130919759573844,113.560689490846,-22.6956213928234,"Squid Boss","S111",-79.7161987328816,0.180715813519788,"MBH"
"11",0.000130919759573844,113.563388608162,-22.6968871282253,"Squid Boss","S106",-76.9766636761708,0.631774244916811,"MBH"
"12",0.000280019137942334,113.551240497433,-22.6976230289005,"Squid Boss","S156",-94.0353281147381,1.54919900318812,"MBH"
"13",0.000168013725945985,113.563800353765,-22.6980992267789,"Squid Boss","S134",-75.6980936264191,1.01501713922574,"MBH"
"14",0.000108615107598534,113.553551355917,-22.6989402649517,"Squid Boss","S140",-88.5849601950841,1.00073668266581,"MBH"
"15",0.000130919759573844,113.563049952395,-22.6996007762052,"Squid Boss","S120",-75.7112219343116,0.714191114058705,"MBH"
"16",0.000274927724459053,113.555475699053,-22.7003990527905,"Squid Boss","S127",-84.3473389926945,1.62921699992951,"MBH"
"17",6.61874322727481e-05,113.549783696909,-22.7030176037688,"Squid Boss","S149",-94.4795506188305,1.4602124177759,"MBH"
"18",0.000130919759573844,113.55933121776,-22.7036775361128,"Squid Boss","S113",-79.0235428016626,0.773556217105277,"MBH"
