"campaignid","sample","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"2022-05_PtCloates_stereo-BRUVS","1","-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","33","-22.719","113.549","20220522","10:09:30",NA,NA,NA,"85.4","Kaitlin","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","50","-22.7173","113.5528","20220522","10:14:30",NA,NA,NA,"81.9","Kaitlin","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","41","-22.7154","113.5479","20220522","10:21:59",NA,NA,NA,"89.7","Henry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","18","-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","39","-22.7105","113.5539","20220522","10:35:24",NA,NA,NA,"78.9","Kaitlin","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","22","-22.7072","113.5554","20220522","10:42:04",NA,NA,NA,"81.3","Henry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","30","-22.7058","113.5588","20220522","10:47:54",NA,NA,NA,"78.5","Kaitlin","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","58","-22.7056","113.5502","20220522","12:28:44",NA,NA,NA,"90.9","Kaitlin","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","25","-22.7053","113.5466","20220522","12:34:21",NA,NA,NA,"99.5","Kaitlin","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","17","-22.7011","113.5532","20220522","12:45:32",NA,NA,NA,"86.5","Henry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","35","-22.6987","113.551","20220522","12:46:10",NA,NA,NA,"94.6","Kaitlin","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","42","-22.6952","113.5537","20220522","12:51:14",NA,NA,NA,"92.3","Kaitlin","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","15","-22.6977","113.5561","20220522","12:55:29",NA,NA,NA,"83.9","Kaitlin","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","47","-22.6999","113.5592","20220522","12:59:50",NA,NA,NA,"80.8","Kaitlin","Yes","No"
"2022-05_PtCloates_stereo-BRUVS","28","-22.6987","113.5625","20220522","13:05:17",NA,NA,NA,"76.3","Kaitlin","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","2","-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin","Yes","No"
"2022-05_PtCloates_stereo-BRUVS","48","-22.696","113.5596","20220522","14:21:46",NA,NA,NA,"80.2","Henry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","9","-22.6934","113.5571","20220522","14:27:15",NA,NA,NA,"84.9","Henry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","46","-22.693","113.5605","20220522","14:30:54",NA,NA,NA,"79.5","Kaitlin","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","34","-22.6928","113.5645","20220522","14:38:27",NA,NA,NA,"76.4","Kaitlin","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","21","-22.6893","113.5652","20220522","14:43:14",NA,NA,NA,"77.3","Kaitlin","Yes","No"
"2022-05_PtCloates_stereo-BRUVS","51","-22.69","113.5609","20220522","14:49:13",NA,NA,NA,"79.4","Henry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","29","-22.691","113.5564","20220522","14:54:59",NA,NA,NA,"87.9","Henry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","57","-22.6751","113.561","20220526","8:11:51",NA,NA,NA,"88.2","Kaitlin","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS","63","-22.6744","113.5666","20220526","8:17:59",NA,NA,NA,"81.1","Kaitlin","Yes","No"
"2022-05_PtCloates_stereo-BRUVS","61","-22.6779","113.5654","20220526","8:23:34",NA,NA,NA,"79.8","Kaitlin","Yes","No"
"2022-05_PtCloates_stereo-BRUVS","53","-22.6839","113.5636","20220526","8:29:10",NA,NA,NA,"78.2","Kaitlin","Yes","No"
"2022-05_PtCloates_stereo-BRUVS","19","-22.6847","113.5669","20220526","8:33:41",NA,NA,NA,"76.4","Kaitlin","Yes","No"
"2022-05_PtCloates_stereo-BRUVS","38","-22.6868","113.5642","20220526","8:38:39",NA,NA,NA,"78.6","Kaitlin","Yes","No"
"2022-05_PtCloates_stereo-BRUVS","13","-22.6872","113.5606","20220526","8:42:37",NA,NA,NA,"82.1","Kaitlin","Yes","No"
"2022-05_PtCloates_stereo-BRUVS","14","-22.6876","113.5568","20220526","8:48:10",NA,NA,NA,"90.5","Kaitlin","Yes","Yes"
