"","x","y","inclusion.probabilities","ID","x.1","y.1","xy"
"1",761095,7480905,0.000198238027373126,1149802,113.542647823868,-22.7591015652373,TRUE
"2",761515,7484915,0.000108297497515867,614150,113.546064094372,-22.7228470386525,TRUE
"3",761985,7485025,0.000578192431684101,599548,113.550618032967,-22.7217813924174,TRUE
"4",762715,7488145,9.25106464348801e-05,182862,113.557196392018,-22.693510697921,TRUE
"5",761880,7483130,0.000198238027373126,852699,113.549913787654,-22.7388996252833,TRUE
"6",762750,7487475,0.000198238027373126,272381,113.557649129849,-22.6995518366088,TRUE
"7",761710,7484520,0.000416297908943105,666961,113.548027196216,-22.7263815897424,TRUE
"8",761605,7481845,4.40529034622509e-05,1024320,113.547453223446,-22.7505391496575,TRUE
"9",763065,7488860,0.000416297908943105,87408,113.560480618566,-22.6870035509422,TRUE
"10",760825,7482960,4.40529034622509e-05,875200,113.539677440601,-22.7405974123366,TRUE
"11",761865,7486300,0.000100220045265,429184,113.549237379116,-22.7102934214932,TRUE
"12",761215,7481400,0.000198238027373126,1083694,113.543732768241,-22.7546156911489,TRUE
"13",762255,7486410,0.000416297908943105,414566,113.553012684974,-22.7092401532827,TRUE
"14",761475,7484665,0.000108297497515867,647542,113.545716728305,-22.7251094391332,TRUE
"15",762110,7484335,0.000198238027373126,691757,113.55194964591,-22.7279890596345,TRUE
"16",762840,7486780,4.40529034622509e-05,365251,113.558641121518,-22.7058100237519,TRUE
"17",762060,7487600,0.000100220045265,255543,113.550916787563,-22.6985309387496,TRUE
"18",761640,7483925,9.25106464348801e-05,746439,113.547445696035,-22.7317621956379,TRUE
"19",762345,7486265,4.40529034622509e-05,433956,113.553912440394,-22.710534759681,TRUE
"20",761300,7481695,3.63435046321312e-05,1044299,113.544510538813,-22.7519401983871,TRUE
"21",762605,7487155,0.000198238027373126,315104,113.556292386853,-22.7024623086774,TRUE
"22",761915,7484530,0.000198238027373126,665666,113.550019896545,-22.7262595226908,TRUE
"23",761185,7482190,0.000416297908943105,978144,113.543308796087,-22.7474907610942,TRUE
"24",761340,7481300,0.000198238027373126,1097079,113.544965833354,-22.7554987791831,TRUE
"25",761760,7485310,3.63435046321312e-05,561427,113.548381497489,-22.7192442521823,TRUE
"26",761105,7483085,0.000108297497515867,858556,113.542380887517,-22.7394259613621,TRUE
"27",761995,7484235,0.000198238027373126,705094,113.550847585277,-22.7289094033266,TRUE
"28",762410,7488240,0.000100220045265,170109,113.554213973208,-22.6927007445771,TRUE
"29",762305,7486015,0.000254405169175875,467348,113.553565214972,-22.7127971657199,TRUE
"30",762740,7489355,0.000100220045265,21211,113.557236809581,-22.6825868506204,TRUE
