"","x","y","inclusion.probabilities","ID","x.1","y.1","xy"
"1",782205,7528510,0.000245453032204545,1053743,113.739554341538,-22.3261303133,TRUE
"2",781785,7527660,0.000166409313157552,1257319,113.735630353451,-22.3338694337301,TRUE
"3",781035,7526705,0.000166409313157552,1485987,113.728523316468,-22.342609984537,TRUE
"4",783655,7530845,0.000170294735976167,494567,113.753204507524,-22.3048214312706,TRUE
"5",782345,7529360,0.000377024506509508,850111,113.740762321489,-22.3184370917176,TRUE
"6",780755,7527130,0.000256399163088145,1384101,113.725732592226,-22.3388205725313,TRUE
"7",781505,7527275,0.000166409313157552,1349509,113.732982169946,-22.3373894792371,TRUE
"8",780210,7526000,4.96693925548035e-05,1654740,113.720644012837,-22.3491065493128,TRUE
"9",782550,7530350,0.000132598534420411,612948,113.742575901724,-22.309469866725,TRUE
"10",782365,7529075,0.000170294735976167,918401,113.741006552059,-22.3210056012692,TRUE
"11",783250,7531005,0.000178402100139455,456150,113.74924869819,-22.3034442822192,TRUE
"12",780070,7525380,0.000128713111601796,1803264,113.719394527839,-22.3547242236981,TRUE
"13",784095,7531425,0.000170294735976167,355687,113.757368635421,-22.2995151488613,TRUE
"14",782225,7529515,0.000257445819186448,812949,113.739571168422,-22.3170580784828,TRUE
"15",780915,7526440,0.000166409313157552,1549457,113.727405822688,-22.3450209329744,TRUE
"16",781730,7528670,0.000257445819186448,1015312,113.734919063611,-22.3247643445372,TRUE
"17",783040,7531355,5.35548153734184e-05,372248,113.747150410565,-22.3003204748463,TRUE
"18",783320,7530720,0.000170294735976167,524450,113.749977909609,-22.3060045450655,TRUE
"19",781450,7528280,0.000256399163088145,1108700,113.732271885827,-22.3283294858239,TRUE
"20",782010,7529235,5.35548153734184e-05,879994,113.73753528952,-22.3196199979653,TRUE
"21",780140,7525095,0.000373139083690893,1871564,113.72012358479,-22.3572846347776,TRUE
"22",782715,7529660,0.000170294735976167,778305,113.744297848245,-22.3156692119318,TRUE
"23",780845,7526155,0.000245453032204545,1617729,113.726776845316,-22.3476041849704,TRUE
"24",780565,7525025,9.22353067163386e-05,1888421,113.72425899979,-22.357846945304,TRUE
