"id","campaignid","sample","family","genus","species","length","range","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"2019-08_Ningaloo_stereo-BRUVs.11.01","2019-08_Ningaloo_stereo-BRUVs",11.01,"Pinguipedidae","Parapercis","nebulosa",66.2833,3253.08984,-22.54044354,113.6215013,15082019,08:06:00,"Ningaloo Marine Park","NA",11,"84","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Balistidae","Sufflamen","fraenatum",198.69393,2344.03603,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Carangidae","Carangoides","chrysophrys",314.62198,5025.7335,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Lethrinidae","Gymnocranius","grandoculis",472.58572,2793.88856,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Lethrinidae","Gymnocranius","grandoculis",498.8829,3067.56119,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Lethrinidae","Lethrinus","nebulosus",516.16765,2643.91862,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Lethrinidae","Lethrinus","nebulosus",476.67596,2522.92746,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Lethrinidae","Lethrinus","rubrioperculatus",317.01223,2982.29352,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Lethrinidae","Lethrinus","rubrioperculatus",328.61708,1789.57047,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Nemipteridae","Pentapodus","nagasakiensis",116.32095,1147.45282,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Nemipteridae","Pentapodus","nagasakiensis",121.87383,1419.99803,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Nemipteridae","Pentapodus","nagasakiensis",122.10022,1296.61923,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Nemipteridae","Pentapodus","nagasakiensis",127.18795,1421.76359,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Nemipteridae","Pentapodus","nagasakiensis",85.79435,1434.97454,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Nemipteridae","Pentapodus","nagasakiensis",126.15037,1397.55548,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Nemipteridae","Pentapodus","nagasakiensis",102.861,1036.26382,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.02","2019-08_Ningaloo_stereo-BRUVs",11.02,"Pinguipedidae","Parapercis","nebulosa",72.56427,1786.49314,-22.5365347,113.6248272,15082019,08:11:00,"Ningaloo Marine Park","NA",11,"81","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Balistidae","Abalistes","filamentosus",322.72197,4265.36766,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Carangidae","Carangoides","chrysophrys",330.78861,4000.29065,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Carangidae","Carangoides","chrysophrys",340.34795,2328.78907,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Carangidae","Carangoides","chrysophrys",348.22128,4701.40794,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Carangidae","Carangoides","chrysophrys",387.49099,4960.32367,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Carangidae","Carangoides","chrysophrys",370.68899,4894.04203,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Carangidae","Decapterus","spp",303.92955,3029.37595,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Carangidae","Decapterus","spp",321.82235,2893.40307,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Carangidae","Decapterus","spp",306.63708,2441.10994,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Carangidae","Decapterus","spp",291.17565,2912.14499,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Carangidae","Decapterus","spp",280.46836,2932.43282,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Carangidae","Decapterus","spp",286.88362,3710.00272,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Carangidae","Decapterus","spp",317.2084,2650.92342,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Carangidae","Decapterus","spp",327.73848,3019.2606,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Carangidae","Seriolina","nigrofasciata",484.88026,3393.30058,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Lethrinidae","Gymnocranius","grandoculis",459.02396,3352.20395,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Lutjanidae","Pristipomoides","multidens",444.61214,2849.4185,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Microdesmidae","Ptereleotris","sp1",33.18902,1562.60537,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Sparidae","Argyrops","spinifer",287.67732,2471.03847,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Sparidae","Argyrops","spinifer",278.89497,2186.18104,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Sparidae","Argyrops","spinifer",282.67839,1623.65698,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.04","2019-08_Ningaloo_stereo-BRUVs",11.04,"Sparidae","Argyrops","spinifer",281.89322,2760.49744,-22.52871703,113.6243521,15082019,08:19:00,"Ningaloo Marine Park","NA",11,"91","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.06","2019-08_Ningaloo_stereo-BRUVs",11.06,"Balistidae","Abalistes","filamentosus",275.76576,2728.96955,-22.52388847,113.6345674,15082019,08:31:00,"Ningaloo Marine Park","NA",11,"77","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.06","2019-08_Ningaloo_stereo-BRUVs",11.06,"Carangidae","Carangoides","gymnostethus",341.26778,1954.69617,-22.52388847,113.6345674,15082019,08:31:00,"Ningaloo Marine Park","NA",11,"77","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.06","2019-08_Ningaloo_stereo-BRUVs",11.06,"Carangidae","Carangoides","gymnostethus",328.70186,2050.32996,-22.52388847,113.6345674,15082019,08:31:00,"Ningaloo Marine Park","NA",11,"77","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.06","2019-08_Ningaloo_stereo-BRUVs",11.06,"Labridae","Unknown","sp8",94.99193,2927.0667,-22.52388847,113.6345674,15082019,08:31:00,"Ningaloo Marine Park","NA",11,"77","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.06","2019-08_Ningaloo_stereo-BRUVs",11.06,"Labridae","Unknown","sp8",102.2122,2625.06048,-22.52388847,113.6345674,15082019,08:31:00,"Ningaloo Marine Park","NA",11,"77","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.06","2019-08_Ningaloo_stereo-BRUVs",11.06,"Malacanthidae","Malacanthus","brevirostris",205.45278,2604.90423,-22.52388847,113.6345674,15082019,08:31:00,"Ningaloo Marine Park","NA",11,"77","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.06","2019-08_Ningaloo_stereo-BRUVs",11.06,"Nemipteridae","Nemipterus","spp",74.82544,1461.19919,-22.52388847,113.6345674,15082019,08:31:00,"Ningaloo Marine Park","NA",11,"77","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.06","2019-08_Ningaloo_stereo-BRUVs",11.06,"Nemipteridae","Pentapodus","nagasakiensis",91.96632,2241.11372,-22.52388847,113.6345674,15082019,08:31:00,"Ningaloo Marine Park","NA",11,"77","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.06","2019-08_Ningaloo_stereo-BRUVs",11.06,"Pinguipedidae","Parapercis","nebulosa",48.81991,1345.22907,-22.52388847,113.6345674,15082019,08:31:00,"Ningaloo Marine Park","NA",11,"77","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.11.06","2019-08_Ningaloo_stereo-BRUVs",11.06,"Pinguipedidae","Parapercis","nebulosa",72.3379,1356.25468,-22.52388847,113.6345674,15082019,08:31:00,"Ningaloo Marine Park","NA",11,"77","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Acanthuridae","Acanthurus","grammoptilus",186.0072,3969.94528,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Balistidae","Sufflamen","fraenatum",224.51608,2047.30875,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Carangidae","Carangoides","caeruleopinnatus",348.58207,2987.39243,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Carangidae","Carangoides","chrysophrys",396.04269,3920.70396,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Carangidae","Caranx","ignobilis",649.62813,1855.20349,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Carangidae","Caranx","ignobilis",372.8768,1902.79375,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Carangidae","Gnathanodon","speciosus",315.68417,3830.87059,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Carangidae","Gnathanodon","speciosus",326.10924,3495.48969,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Carcharhinidae","Carcharhinus","sp10",632.5084,4122.34622,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Carcharhinidae","Triaenodon","obesus",832.55209,3237.52823,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Haemulidae","Diagramma","pictum labiosum",686.55575,3721.44627,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Labridae","Choerodon","jordani",29.65122,4523.82099,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Labridae","Choerodon","jordani",41.18651,4741.42157,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Labridae","Choerodon","jordani",51.5525,4726.28045,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Labridae","Choerodon","jordani",37.70107,4601.89982,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Lethrinidae","Lethrinus","nebulosus",484.19223,3166.06583,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Lutjanidae","Pristipomoides","multidens",408.34155,2129.48217,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Pinguipedidae","Parapercis","nebulosa",38.38763,2100.33783,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Pinguipedidae","Parapercis","nebulosa",54.85446,1611.41362,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.02","2019-08_Ningaloo_stereo-BRUVs",12.02,"Triakidae","Hemitriakis","falcata",708.38499,4321.079,-22.46724,113.67504,15082019,10:37:00,"Ningaloo Marine Park","NA",12,"56","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Acanthuridae","Naso","hexacanthus",476.01371,2120.24911,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Balistidae","Abalistes","filamentosus",349.40695,2908.83368,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Balistidae","Sufflamen","fraenatum",292.14962,1845.09887,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Balistidae","Sufflamen","fraenatum",266.27934,1551.89069,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Carangidae","Carangoides","gymnostethus",358.41762,1580.0699,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Carangidae","Carangoides","gymnostethus",327.51946,1697.0622,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Carangidae","Carangoides","gymnostethus",304.9458,1684.42364,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Carangidae","Carangoides","gymnostethus",336.15633,1506.85568,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Carangidae","Carangoides","gymnostethus",371.84319,1138.27243,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Carangidae","Carangoides","gymnostethus",324.9241,1596.45146,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Carangidae","Carangoides","gymnostethus",312.69255,2205.0825,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Carangidae","Carangoides","gymnostethus",329.6976,1510.87348,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Echeneidae","Echeneis","naucrates",125.19046,1554.67951,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Lethrinidae","Gymnocranius","grandoculis",383.02018,4178.23762,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Lethrinidae","Gymnocranius","grandoculis",381.62524,1558.23214,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Lethrinidae","Gymnocranius","grandoculis",416.02087,2515.38982,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Lethrinidae","Gymnocranius","grandoculis",406.81733,2019.83085,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Lethrinidae","Gymnocranius","griseus",196.71381,1468.36971,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Lethrinidae","Gymnocranius","griseus",201.02122,1280.49342,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Lethrinidae","Lethrinus","nebulosus",495.62213,1493.10982,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Lethrinidae","Lethrinus","nebulosus",493.633,1548.92915,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Tetraodontidae","Lagocephalus","sceleratus",630.60239,2104.85044,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.03","2019-08_Ningaloo_stereo-BRUVs",12.03,"Tetraodontidae","Lagocephalus","sceleratus",667.30787,2673.35472,-22.46824503,113.6678265,15082019,10:44:00,"Ningaloo Marine Park","NA",12,"65","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.04","2019-08_Ningaloo_stereo-BRUVs",12.04,"Balistidae","Abalistes","filamentosus",309.75411,1937.13908,-22.46433619,113.6687767,15082019,10:48:00,"Ningaloo Marine Park","NA",12,"70","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.04","2019-08_Ningaloo_stereo-BRUVs",12.04,"Balistidae","Abalistes","filamentosus",265.35475,3695.99826,-22.46433619,113.6687767,15082019,10:48:00,"Ningaloo Marine Park","NA",12,"70","Charlotte Aston","Yes","Yes"
"2019-08_Ningaloo_stereo-BRUVs.12.04","2019-08_Ningaloo_stereo-BRUVs",12.04,"Carangidae","Carangoides","caeruleopinnatus",279.17129,3195.30618,-22.46433619,113.6687767,15082019,10:48:00,"Ningaloo Marine Park","NA",12,"70","Charlotte Aston","Yes","Yes"
