"","x","y","inclusion.probabilities","ID","x.1","y.1","xy"
"1",761300,7483970,0.000118625010805395,740359,113.54413029771,-22.7314087980305,TRUE
"2",762240,7486310,0.000110363775250549,427923,113.552883517585,-22.7101449601578,TRUE
"3",762810,7488760,0.000110363775250549,100717,113.55801729935,-22.6879457002844,TRUE
"4",761770,7484415,0.000323072457596488,681001,113.548628482339,-22.7273198809992,TRUE
"5",761040,7482560,0.000118625010805395,928683,113.541836122829,-22.744174053082,TRUE
"6",761910,7486905,0.000115428384815888,348365,113.549573956624,-22.704826440792,TRUE
"7",763165,7488910,0.000191396122761404,80748,113.56144480626,-22.6865367455193,TRUE
"8",761390,7481000,4.26564919977094e-05,1137169,113.545502572311,-22.7581984504284,TRUE
"9",761650,7484120,0.000386378613056589,720389,113.547510370602,-22.7300008117678,TRUE
"10",760610,7482115,4.26564919977094e-05,988049,113.537726427989,-22.7482566531863,TRUE
"11",762275,7485120,0.000156186634602142,586914,113.553423322581,-22.7208789840016,TRUE
"12",762695,7489130,5.06752554210593e-05,51262,113.556836845565,-22.684624417453,TRUE
"13",762040,7483935,5.06752554210593e-05,745183,113.551335633392,-22.7316098387604,TRUE
"14",761625,7482930,0.000131514725365963,879368,113.547466219458,-22.7407441749429,TRUE
"15",760845,7481375,8.25090668481048e-05,1086960,113.540136579903,-22.7548986489729,TRUE
"16",761885,7483820,0.000126642993366575,760516,113.549846889794,-22.7326717650249,TRUE
"17",761905,7484825,0.000386378613056589,626252,113.549873236607,-22.723598767988,TRUE
"18",762635,7487515,0.000215693656114241,267014,113.556523855718,-22.699208732879,TRUE
"19",762480,7486625,0.000275831348435383,385887,113.555165321759,-22.7072648631368,TRUE
"20",762140,7485285,0.000215693656114241,564843,113.552082377274,-22.7194108786471,TRUE
"21",762870,7487735,0.000139725918168726,237669,113.558772721937,-22.6971867323279,TRUE
"22",761825,7486065,0.00028846632979459,460572,113.548887567846,-22.7124204525269,TRUE
"23",760940,7481540,0.000110363775250549,1064935,113.541033440689,-22.753394842655,TRUE
"24",761670,7484880,0.000126643774228745,618857,113.547577851728,-22.7231388720777,TRUE
"25",761295,7482650,0.000134661308603387,916710,113.54430221825,-22.743322304987,TRUE
"26",760510,7481090,0.000118625010805395,1124969,113.536924306398,-22.7575225692031,TRUE
"27",762595,7488110,8.25090668481048e-05,187514,113.556035101837,-22.6938452205101,TRUE
"28",761240,7484435,8.02188966566261e-05,678223,113.543468906796,-22.7272215569101,TRUE
"29",761530,7481910,0.000118624229943225,1015621,113.546712566092,-22.7499641840238,TRUE
"30",762985,7488925,8.25090668481048e-05,78708,113.559691655052,-22.6864293933278,TRUE
