X,Y,lon,lat,site,method,pointnum,dropcode,selected,ObjectId,GlobalID,CreationDate,Creator,EditDate,Editor,x2,y2
,,,,,,,YBBP10N,,25,d6ae8957-f081-431b-ab74-a571ed3722a2,8/23/2021 12:53:39 AM,MichaelBrooker_UWA,8/23/2021 12:55:13 AM,MichaelBrooker_UWA,113.7215967,-22.35324167
,,,,,,,YBB17N,,26,e9dc4251-571f-4b7a-97a7-c2a8d3ad9c98,8/23/2021 1:11:05 AM,MichaelBrooker_UWA,8/23/2021 1:11:05 AM,MichaelBrooker_UWA,113.7243,-22.351665
,,,,,,,YBBC1,,27,02e7e7f2-59f0-45cb-ba0b-35a104186955,8/23/2021 1:53:40 AM,MichaelBrooker_UWA,8/23/2021 1:53:40 AM,MichaelBrooker_UWA,113.6833967,-22.33816167
,,,,,,,YBBC2,,28,d28af81c-8fa1-47cf-b399-817810390258,8/23/2021 2:19:51 AM,MichaelBrooker_UWA,8/23/2021 2:19:51 AM,MichaelBrooker_UWA,113.6822967,-22.339175
,,,,,,,YBB15N,,29,06e08bed-396e-4bbb-933d-e01a4a9b66fe,8/23/2021 2:57:40 AM,MichaelBrooker_UWA,8/23/2021 2:57:40 AM,MichaelBrooker_UWA,113.7308183,-22.33201833
,,,,,,,YBB9N,,30,d4654c6f-d4c2-4292-a2e6-6e4b7099bb63,8/23/2021 3:16:31 AM,MichaelBrooker_UWA,8/23/2021 3:16:31 AM,MichaelBrooker_UWA,113.73258,-22.33562167
,,,,,,,YBBP6N,,31,684c5b87-b415-46cf-ad91-c0ed811096cf,8/23/2021 3:34:09 AM,MichaelBrooker_UWA,8/23/2021 3:34:09 AM,MichaelBrooker_UWA,113.7368567,-22.33283667
,,,,,,,YBBP12N,,32,38b57bf4-c5f7-48d8-a299-c3782232f603,8/23/2021 3:55:14 AM,MichaelBrooker_UWA,8/23/2021 3:55:14 AM,MichaelBrooker_UWA,113.7353867,-22.33651333
,,,,,,,YBBP9N,,33,1a122188-6078-43f8-864e-3b024e4d91ae,8/23/2021 4:12:11 AM,MichaelBrooker_UWA,8/23/2021 4:12:11 AM,MichaelBrooker_UWA,113.7354717,-22.32984833
,,,,,,,YBB10N,,34,8b947795-98b7-4ae9-beea-ae23a2a0a6ad,8/23/2021 4:28:00 AM,MichaelBrooker_UWA,8/23/2021 4:28:00 AM,MichaelBrooker_UWA,113.738055,-22.32785167
,,,,,,,YBB21N,,35,8d815820-0f1f-4073-8c27-cd5ad6f4b9e2,8/23/2021 4:51:30 AM,MichaelBrooker_UWA,8/23/2021 4:51:30 AM,MichaelBrooker_UWA,113.73538,-22.32624833
,,,,,,,YBBP14N,,36,3d62abda-7c10-4189-8661-26cb4722991a,8/23/2021 5:10:36 AM,MichaelBrooker_UWA,8/23/2021 5:10:36 AM,MichaelBrooker_UWA,113.73813,-22.32710333
,,,,,,,YBB24N,,37,8a2a8064-5eaa-4e30-9318-8d9fd1a8fa78,8/23/2021 5:27:16 AM,MichaelBrooker_UWA,8/23/2021 5:27:16 AM,MichaelBrooker_UWA,113.74346,-22.32224
,,,,,,,YBBP2N,,38,70db3fbf-7672-4e55-b5d0-9bfdaae130f8,8/23/2021 5:39:04 AM,MichaelBrooker_UWA,8/23/2021 5:39:04 AM,MichaelBrooker_UWA,113.744915,-22.32098333
,,,,,,,YBB3N,,39,da121545-a5e5-476b-a8a3-9aa6b6867a3c,8/23/2021 6:20:52 AM,MichaelBrooker_UWA,8/23/2021 6:20:52 AM,MichaelBrooker_UWA,113.7369383,-22.317855
,,,,,,,YBB19N,,40,d9b0537d-e49e-4276-a4c1-ac7b2c9735ec,8/23/2021 6:32:11 AM,MichaelBrooker_UWA,8/23/2021 6:32:11 AM,MichaelBrooker_UWA,113.7393133,-22.31589167
,,,,,,,YBBP1N,,41,a2a83639-e7ef-4dc2-aa7d-1b0175611291,8/23/2021 6:45:54 AM,MichaelBrooker_UWA,8/23/2021 6:45:54 AM,MichaelBrooker_UWA,113.748745,-22.31497667
,,,,,,,YBB5N,,42,c624222b-4777-4bf5-af30-6dd7a6d6dafc,8/23/2021 6:59:18 AM,MichaelBrooker_UWA,8/23/2021 6:59:18 AM,MichaelBrooker_UWA,113.7451817,-22.31406167
,,,,,,,YBB14N,,43,ed81919b-4cac-4790-a543-d2f14dc0d430,8/23/2021 7:10:48 AM,MichaelBrooker_UWA,8/23/2021 7:10:48 AM,MichaelBrooker_UWA,113.7433867,-22.311895
,,,,,,,YBB2N,,44,8012666b-d37e-4096-a820-669a2bcee14f,8/23/2021 7:23:35 AM,MichaelBrooker_UWA,8/23/2021 7:23:35 AM,MichaelBrooker_UWA,113.749295,-22.31171833
,,,,,,,YBBP16,,45,849c221d-37b8-4246-8509-b0e3e26bf83e,8/23/2021 7:36:32 AM,MichaelBrooker_UWA,8/23/2021 7:36:32 AM,MichaelBrooker_UWA,113.7430983,-22.31001
,,,,,,,YBB8N,,46,61cb0fff-24cc-4d64-8339-5d316e86cfbf,8/23/2021 7:47:21 AM,MichaelBrooker_UWA,8/23/2021 7:47:21 AM,MichaelBrooker_UWA,113.7473417,-22.30859
,,,,,,,YBBP8,,47,037016b7-9ece-4c2f-ac64-3aadef89b0b9,8/23/2021 7:57:30 AM,MichaelBrooker_UWA,8/23/2021 7:57:30 AM,MichaelBrooker_UWA,113.748395,-22.307885
,,,,,,,YBB13N,,48,eb7197cd-36b5-43e1-a69c-00e806aefe1b,8/23/2021 8:08:10 AM,MichaelBrooker_UWA,8/23/2021 8:08:10 AM,MichaelBrooker_UWA,113.751415,-22.30648833
,,,,,,,YBB23N,,49,284741b4-1cb8-4dcf-b184-61a240b98250,8/23/2021 8:18:56 AM,MichaelBrooker_UWA,8/23/2021 8:18:56 AM,MichaelBrooker_UWA,113.750625,-22.304935
,,,,,,,YBB20N,,50,96dac8f4-fe87-48b3-9747-6b78501b4cb2,8/23/2021 8:31:19 AM,MichaelBrooker_UWA,8/23/2021 8:31:19 AM,MichaelBrooker_UWA,113.7465017,-22.30443333
,,,,,,,YBBP17N,,51,126fbc1b-f72d-4465-b941-102ba47cb1a2,8/23/2021 8:41:44 AM,MichaelBrooker_UWA,8/23/2021 8:41:44 AM,MichaelBrooker_UWA,113.747245,-22.30118333
,,,,,,,YBB22N,,52,0dbed9f6-5c7b-4186-bb3c-d62f45576575,8/23/2021 8:55:42 AM,MichaelBrooker_UWA,8/23/2021 8:55:42 AM,MichaelBrooker_UWA,113.7530583,-22.29723333
,,,,,,,YBB11N,,53,502f26c1-4874-4a96-85d8-2cb15b2dc7d6,8/23/2021 9:06:11 AM,MichaelBrooker_UWA,8/23/2021 9:06:11 AM,MichaelBrooker_UWA,113.7553833,-22.2989
,,,,,,,YBB18N,,54,47b6291a-10fb-42e6-bb95-3160d697c3c7,8/25/2021 1:46:26 AM,MichaelBrooker_UWA,8/25/2021 1:46:26 AM,MichaelBrooker_UWA,113.7256917,-22.336335
,,,,,,,YBB1N,,55,9ac9f7fc-8af7-4123-bb87-dbde47ae9df2,8/25/2021 1:59:37 AM,MichaelBrooker_UWA,8/25/2021 1:59:37 AM,MichaelBrooker_UWA,113.7338033,-22.33922833
,,,,,,,YBBP3N,,56,7aaa983d-4942-46c8-b4d5-b0e144b0d190,8/25/2021 2:09:54 AM,MichaelBrooker_UWA,8/25/2021 2:09:54 AM,MichaelBrooker_UWA,113.7337467,-22.34024
,,,,,,,YBBP11N,,57,9deb524d-6eb6-4904-ac37-cda6843efdf7,8/25/2021 2:29:18 AM,MichaelBrooker_UWA,8/25/2021 2:29:18 AM,MichaelBrooker_UWA,113.73271,-22.34228667
,,,,,,,YBB12N,,58,4d4e56f2-63f5-4f06-89ad-a01915d7b66e,8/25/2021 2:41:14 AM,MichaelBrooker_UWA,8/25/2021 2:41:14 AM,MichaelBrooker_UWA,113.73238,-22.34434667
,,,,,,,YBBP13N,,59,d3887733-1f96-4a03-9fb6-dfa3a19c8ec6,8/25/2021 2:53:37 AM,MichaelBrooker_UWA,8/25/2021 2:53:37 AM,MichaelBrooker_UWA,113.7315533,-22.34551
,,,,,,,YBB7N,,60,c8c2b18d-040b-4ebc-aad1-cb7778e9d56d,8/25/2021 3:11:53 AM,MichaelBrooker_UWA,8/25/2021 3:11:53 AM,MichaelBrooker_UWA,113.7278633,-22.34174333
,,,,,,,YBB4N,,61,fb515c10-cbed-4a8b-868d-5f03209b7eca,8/25/2021 3:27:29 AM,MichaelBrooker_UWA,8/25/2021 3:27:29 AM,MichaelBrooker_UWA,113.722055,-22.34571667
,,,,,,,YBBP4N,,62,23cba1a6-cfdd-4903-94b1-7cb6cd713686,8/25/2021 3:43:38 AM,MichaelBrooker_UWA,8/25/2021 3:43:38 AM,MichaelBrooker_UWA,113.7183667,-22.33691333
,,,,,,,YBBP18N,,63,6ccaf818-e9e7-45e1-8013-645935cd977b,8/25/2021 3:55:56 AM,MichaelBrooker_UWA,8/25/2021 3:55:56 AM,MichaelBrooker_UWA,113.7169833,-22.33555833
,,,,,,,YBBP5N,,65,a0c92f8c-1226-4c94-a581-d039d04ff926,8/25/2021 4:12:38 AM,MichaelBrooker_UWA,8/25/2021 4:12:38 AM,MichaelBrooker_UWA,113.72121,-22.33130167
