X,Y,lon,lat,site,method,pointnum,dropcode,selected,ObjectId,GlobalID,CreationDate,Creator,EditDate,Editor,x2,y2
,,,,,,,PCPREF14,,31,d020ff9d-9211-4c52-bf1f-1cb25bb97ef3,8/28/2021 1:03:45 AM,MichaelBrooker_UWA,8/28/2021 1:22:32 AM,MichaelBrooker_UWA,113.5390483,-22.76551667
,,,,,,,PCPREF13,,32,d3b36b8c-672d-486c-82b2-c5f1fb7d8691,8/28/2021 1:30:15 AM,MichaelBrooker_UWA,8/28/2021 1:30:15 AM,MichaelBrooker_UWA,113.5347283,-22.763615
,,,,,,,PCPREF17,,33,e75e2a23-1b01-40cf-9301-2f05dd94851f,8/28/2021 1:35:33 AM,MichaelBrooker_UWA,8/28/2021 1:35:33 AM,MichaelBrooker_UWA,113.5291483,-22.756345
,,,,,,,PCPREF18,,34,79c03eba-7bbb-407c-9c1e-57d708bffb06,8/28/2021 1:38:31 AM,MichaelBrooker_UWA,8/28/2021 1:38:31 AM,MichaelBrooker_UWA,113.5302683,-22.75309167
,,,,,,,PCPREF3,,35,ce4ed27f-993b-47bf-867d-1195a576ba56,8/28/2021 1:43:23 AM,MichaelBrooker_UWA,8/28/2021 1:43:23 AM,MichaelBrooker_UWA,113.5389533,-22.75114667
,,,,,,,PCBRUV12,,36,4bfaa0a6-0151-4212-b155-3a40caf0ad87,8/28/2021 1:48:39 AM,MichaelBrooker_UWA,8/28/2021 1:48:39 AM,MichaelBrooker_UWA,113.54364,-22.75480667
,,,,,,,PCBRUV24,,37,766d01f7-77c1-431e-866d-da67c350fbe8,8/28/2021 1:52:25 AM,MichaelBrooker_UWA,8/28/2021 1:52:25 AM,MichaelBrooker_UWA,113.5450667,-22.755675
,,,,,,,PCBRUV1,,38,3c187acc-d2e1-4f10-9e43-15afc0dcd49b,8/28/2021 1:56:52 AM,MichaelBrooker_UWA,8/28/2021 1:56:52 AM,MichaelBrooker_UWA,113.542705,-22.759325
,,,,,,,PCBRUV20,,39,d4f82dbe-e32d-4669-816f-b16ad0ede09f,8/28/2021 3:36:08 AM,MichaelBrooker_UWA,8/28/2021 3:36:08 AM,MichaelBrooker_UWA,113.5445383,-22.75186667
,,,,,,,PCBRUV8,,40,fa8c5ca8-5b1b-49cb-8e76-8271d2d2eb0b,8/28/2021 3:39:19 AM,MichaelBrooker_UWA,8/28/2021 3:39:19 AM,MichaelBrooker_UWA,113.5473883,-22.75061833
,,,,,,,PCBRUV23,,41,549de77e-560f-44f4-90fb-fe8c50b8edce,8/28/2021 3:42:42 AM,MichaelBrooker_UWA,8/28/2021 3:42:42 AM,MichaelBrooker_UWA,113.543465,-22.747605
,,,,,,,PCPREF2,,42,930b1ae5-7fd1-4a72-a48c-9c8dfb2052ed,8/28/2021 3:47:12 AM,MichaelBrooker_UWA,8/28/2021 3:47:12 AM,MichaelBrooker_UWA,113.545395,-22.74350833
,,,,,,,PCBRUV10,,43,61bc4038-9273-47b2-8c7f-7d94e992681a,8/28/2021 3:51:22 AM,MichaelBrooker_UWA,8/28/2021 3:51:22 AM,MichaelBrooker_UWA,113.5395117,-22.74052333
,,,,,,,PCBRUV26,,44,0cb6d587-785d-4308-b089-0589d26a88c0,8/28/2021 3:54:52 AM,MichaelBrooker_UWA,8/28/2021 3:54:52 AM,MichaelBrooker_UWA,113.5425067,-22.73950833
,,,,,,,PCPREF4,,45,c9ab2ad8-25b3-4ef2-a99a-a3c6138b5a48,8/28/2021 3:57:47 AM,MichaelBrooker_UWA,8/28/2021 3:57:47 AM,MichaelBrooker_UWA,113.541955,-22.73764
,,,,,,,PCBRUV5,,46,a3cce1c7-0c40-466b-a5f4-84f6efd9f59b,8/28/2021 4:03:22 AM,MichaelBrooker_UWA,8/28/2021 4:03:22 AM,MichaelBrooker_UWA,113.5500567,-22.73911667
,,,,,,,PCPREF5,,47,21a870e3-496a-4eae-9221-54726d2d70b4,8/28/2021 5:24:51 AM,MichaelBrooker_UWA,8/28/2021 5:24:51 AM,MichaelBrooker_UWA,113.55032,-22.73447833
,,,,,,,PCBRUV18,,48,49d298ef-0831-430e-8321-1cd80922ef7a,8/28/2021 5:32:21 AM,MichaelBrooker_UWA,8/28/2021 5:32:21 AM,MichaelBrooker_UWA,113.5474867,-22.73171
,,,,,,,PCPREF12,,49,4260f876-bd11-402f-b3b5-ef466f9953e5,8/28/2021 5:36:14 AM,MichaelBrooker_UWA,8/28/2021 5:36:14 AM,MichaelBrooker_UWA,113.544145,-22.731065
,,,,,,,PCBRUV27,,50,9ccdfd5a-6d04-4447-b85f-81a71c21a1ee,8/28/2021 5:40:25 AM,MichaelBrooker_UWA,8/28/2021 5:40:25 AM,MichaelBrooker_UWA,113.55089,-22.72904
,,,,,,,PCBRUV15,,51,96b9de06-6ea3-49eb-ad40-c9cf64d74dab,8/28/2021 5:43:30 AM,MichaelBrooker_UWA,8/28/2021 5:43:30 AM,MichaelBrooker_UWA,113.5521683,-22.728075
,,,,,,,PCBRUV22,,52,bf91984a-01d5-437e-89f5-c57a41b6c6d5,8/28/2021 5:47:24 AM,MichaelBrooker_UWA,8/28/2021 5:47:24 AM,MichaelBrooker_UWA,113.550125,-22.726325
