X,Y,lon,lat,site,method,pointnum,dropcode,selected,ObjectId,GlobalID,CreationDate,Creator,EditDate,Editor,x2,y2
,,,,,,,PCPREF8,,47,1d4f4afe-ceea-41f4-bb02-0200ab47c0c6,8/26/2021 1:29:42 AM,MichaelBrooker_UWA,8/26/2021 1:29:42 AM,MichaelBrooker_UWA,113.56369,-22.68448
,,,,,,,PCFB24,,48,4fe0ecc9-d9e2-4339-a145-53613fa04bc6,8/26/2021 1:40:55 AM,MichaelBrooker_UWA,8/26/2021 1:40:55 AM,MichaelBrooker_UWA,113.5534417,-22.684905
,,,,,,,PCFB43,,49,72ba51d9-0f22-420e-99b6-f41fd0fcdef8,8/26/2021 1:51:50 AM,MichaelBrooker_UWA,8/26/2021 1:51:50 AM,MichaelBrooker_UWA,113.558755,-22.686785
,,,,,,,PCPREF7,,50,efaadf89-ba17-419e-996b-c9a95b1dca20,8/26/2021 2:02:59 AM,MichaelBrooker_UWA,8/26/2021 11:08:23 AM,MichaelBrooker_UWA,113.56091,-22.69085667
,,,,,,,PCFB17,,51,6e3ace82-e517-45fe-a49f-154f52890985,8/26/2021 2:14:35 AM,MichaelBrooker_UWA,8/26/2021 2:14:35 AM,MichaelBrooker_UWA,113.5600983,-22.688105
,,,,,,,PCFB38,,52,b3fdbf9f-f6ce-443b-a023-9bc60da55542,8/26/2021 2:26:58 AM,MichaelBrooker_UWA,8/26/2021 2:26:58 AM,MichaelBrooker_UWA,113.5578183,-22.69213
,,,,,,,PCFB7,,53,0cb68559-80ca-482f-85eb-70afff7cc842,8/26/2021 2:37:50 AM,MichaelBrooker_UWA,8/26/2021 2:37:50 AM,MichaelBrooker_UWA,113.5590783,-22.692445
,,,,,,,PCFB22,,54,cf8694d4-208f-4691-bd3c-ab1117c233f2,8/26/2021 2:49:17 AM,MichaelBrooker_UWA,8/26/2021 2:49:17 AM,MichaelBrooker_UWA,113.5620017,-22.69431
,,,,,,,PCFB33,,55,981e1755-957f-40be-b940-720b322e5edc,8/26/2021 2:57:44 AM,MichaelBrooker_UWA,8/26/2021 2:57:44 AM,MichaelBrooker_UWA,113.560955,-22.69725
,,,,,,,PCPREF15,,56,f9dea595-db3c-4b34-b28b-ef3772984957,8/26/2021 11:02:34 AM,MichaelBrooker_UWA,8/26/2021 11:02:34 AM,MichaelBrooker_UWA,113.56096,-22.67505
