X,Y,lon,lat,site,method,pointnum,dropcode,selected,ObjectId,GlobalID,CreationDate,Creator,EditDate,Editor,x2,y2
,,,,,,,PCSBP10,,47,471a7282-05ac-48e5-947e-1a303e75cfc1,9/08/2021 23:44,MichaelBrooker_UWA,9/08/2021 23:44,MichaelBrooker_UWA,113.5663183,-22.67445333
,,,,,,,PCSBP15,,48,e26a0a0a-1c96-4f76-992b-cd5345bcc282,9/08/2021 23:57,MichaelBrooker_UWA,9/08/2021 23:57,MichaelBrooker_UWA,113.5612633,-22.675265
,,,,,,,PCSBP9,,49,ab161c38-0b41-4bc7-9c6d-2d964b907e01,9/09/2021 0:18,MichaelBrooker_UWA,9/09/2021 0:18,MichaelBrooker_UWA,113.565435,-22.67791
,,,,,,,PCSB45,,50,a7a62a9a-d859-4e26-9f22-4702367ed399,9/09/2021 0:32,MichaelBrooker_UWA,9/09/2021 0:32,MichaelBrooker_UWA,113.5590583,-22.68227667
,,,,,,,PCSBP8,,51,4ec25782-a4e7-43b8-877e-eaaefc6d12d3,9/09/2021 0:44,MichaelBrooker_UWA,9/09/2021 0:44,MichaelBrooker_UWA,113.56348,-22.68392833
,,,,,,,PCSB3,,52,7737ecae-824d-466b-94a5-839757687d09,9/09/2021 0:56,MichaelBrooker_UWA,9/09/2021 0:56,MichaelBrooker_UWA,113.5571683,-22.68536833
,,,,,,,PCSB21,,53,6bd1204c-2446-45fc-8403-e6e390d6ec3a,9/09/2021 1:12,MichaelBrooker_UWA,9/09/2021 1:12,MichaelBrooker_UWA,113.5593067,-22.68636833
,,,,,,,PCSB22,,54,48674c5d-02e2-4744-bb71-43997d3e63ef,9/09/2021 1:27,MichaelBrooker_UWA,9/09/2021 1:27,MichaelBrooker_UWA,113.5565683,-22.68894667
,,,,,,,PCSB26,,55,2c83b2d5-9613-429c-a2f8-62bed611ed16,9/09/2021 1:39,MichaelBrooker_UWA,9/09/2021 1:39,MichaelBrooker_UWA,113.5586383,-22.689145
,,,,,,,PCSBP7,,56,c64db69e-b186-40fe-989a-03ab8d7bf0c6,9/09/2021 1:50,MichaelBrooker_UWA,9/09/2021 1:50,MichaelBrooker_UWA,113.56052,-22.68998167
,,,,,,,PCSB5,,57,83ceabf3-06f1-4ddd-8d41-6e7781b102ab,9/09/2021 2:14,MichaelBrooker_UWA,9/09/2021 2:14,MichaelBrooker_UWA,113.553165,-22.69181833
,,,,,,,PCSB42,,58,4b1435be-16f4-4f0a-b963-fc4022dc075e,9/09/2021 2:25,MichaelBrooker_UWA,9/09/2021 2:25,MichaelBrooker_UWA,113.5550117,-22.69266167
,,,,,,,PCSB16,,59,0470e407-79ce-476d-a2c5-73470ebc5822,9/09/2021 2:39,MichaelBrooker_UWA,9/09/2021 2:39,MichaelBrooker_UWA,113.5561433,-22.694335
,,,,,,,PCSBP11,,60,9e3a8612-3e76-419c-ab03-36616c8fe5fc,9/09/2021 2:51,MichaelBrooker_UWA,9/09/2021 2:51,MichaelBrooker_UWA,113.5592467,-22.69616667
,,,,,,,PCSB10,,61,0633a2b8-0fed-492c-8418-228875197858,9/09/2021 3:02,MichaelBrooker_UWA,9/09/2021 3:02,MichaelBrooker_UWA,113.5582667,-22.69658833
,,,,,,,PCSB7,,62,482e7826-4946-4947-928e-2810dd5739a5,9/09/2021 3:12,MichaelBrooker_UWA,9/09/2021 3:12,MichaelBrooker_UWA,113.557035,-22.69859833
,,,,,,,PCSB30,,63,015f890d-80d8-4c54-be9d-f75738332ff3,9/09/2021 3:25,MichaelBrooker_UWA,9/09/2021 3:25,MichaelBrooker_UWA,113.5498317,-22.69927333
,,,,,,,PCSB23,,64,0fa7ddc9-d08f-4c1c-858f-c452df81bdb7,9/09/2021 3:35,MichaelBrooker_UWA,9/09/2021 3:35,MichaelBrooker_UWA,113.5519267,-22.700775
,,,,,,,PCSBP1,,65,b28cb0c1-4e54-4954-87b4-9b1f8c826279,9/09/2021 3:47,MichaelBrooker_UWA,9/09/2021 3:47,MichaelBrooker_UWA,113.5589233,-22.69959833
