"","x","y","inclusion.probabilities","ID","x.1","y.1","xy"
"1",760760,7480885,6.10960187894674e-05,1152407,113.539391266556,-22.759333966184,TRUE
"2",762425,7483890,0.000168013725945985,751272,113.555088844549,-22.7319560821475,TRUE
"3",762220,7487900,6.61874322727481e-05,215495,113.552422861984,-22.6957986716018,TRUE
"4",762585,7485675,0.000130919759573844,512828,113.556345975268,-22.7158220399463,TRUE
"5",761230,7482000,6.10960187894674e-05,1003537,113.54377841447,-22.7491984949685,TRUE
"6",763315,7489015,0.000130919759573844,66750,113.562886037773,-22.6855657858596,TRUE
"7",762270,7484335,0.000168013725945985,691789,113.553506244375,-22.7279641872834,TRUE
"8",761930,7480775,0.000130919759573844,1167337,113.550794998358,-22.7601451157054,TRUE
"9",762975,7484115,2.90932925683402e-05,721322,113.560401959766,-22.729839845616,TRUE
"10",762035,7486120,0.000108615107598534,453266,113.550921173479,-22.7118915018907,TRUE
"11",762455,7487455,6.10960187894674e-05,274994,113.554783100949,-22.6997781987118,TRUE
"12",761775,7481255,0.000130919759573844,1103178,113.549206241223,-22.7558373432531,TRUE
"13",762295,7486710,0.000274927724459053,374494,113.553351544576,-22.7065265091773,TRUE
"14",762715,7482705,2.90932925683402e-05,909646,113.558109333677,-22.7426051962951,TRUE
"15",763545,7488715,0.000168013725945985,106876,113.565173355429,-22.6882373491241,TRUE
"16",761295,7484375,0.000280019137942334,686250,113.544014008472,-22.7277545259772,TRUE
"17",760875,7482370,7.15211412263938e-05,954034,113.540262387601,-22.7459143175309,TRUE
"18",762545,7485375,0.000130919759573844,552900,113.556007172075,-22.718535684254,TRUE
"19",761605,7484820,7.15211412263938e-05,626860,113.546955532848,-22.7236904404294,TRUE
"20",763275,7487825,0.000130919759573844,225726,113.562696837231,-22.6963114334275,TRUE
"21",761970,7483150,0.000168013725945985,850045,113.55078609462,-22.7387051462818,TRUE
"22",762390,7484485,0.000130919759573844,671773,113.554648536863,-22.726591812881,TRUE
"23",761345,7483485,7.15211412263938e-05,805164,113.544649144315,-22.7357788518844,TRUE
"24",763015,7486490,0.000130919759573844,404030,113.560392061052,-22.7083999406768,TRUE
"25",763430,7486540,2.90932925683402e-05,397433,113.564420473391,-22.7078840018715,TRUE
"26",762780,7485205,0.000130919759573844,575659,113.558321799404,-22.7200333061803,TRUE
"27",762155,7483645,0.000130919759573844,783950,113.552503073493,-22.7342091405943,TRUE
"28",762570,7487655,0.000274927724459053,248297,113.555868165257,-22.6979553727655,TRUE
"29",761215,7483980,0.000108615107598534,739006,113.543301658406,-22.7313317186333,TRUE
"30",762885,7486985,0.000130919759573844,337872,113.559044442362,-22.7039529486541,TRUE
"31",761995,7486315,0.00032244681326812,427206,113.550499446303,-22.710137878409,TRUE
"32",763040,7488765,0.000274927724459053,100095,113.560253409011,-22.6878647925327,TRUE
"33",761685,7484425,0.000274927724459053,679648,113.547799867901,-22.7272428229039,TRUE
"34",763350,7487430,0.000130919759573844,278513,113.563492693415,-22.6998645013705,TRUE
"35",762110,7486910,0.000108615107598534,347737,113.551518544028,-22.7047502828873,TRUE
"36",761695,7485910,2.90934659006074e-05,481254,113.547648874116,-22.7138394569282,TRUE
"37",763360,7488915,0.000130919759573844,80119,113.563340485586,-22.6864612464566,TRUE
"38",762630,7484685,0.000130919759573844,645101,113.556949837595,-22.7247495173772,TRUE
"39",763205,7488025,0.000130919759573844,198992,113.561982403353,-22.6945173979891,TRUE
"40",760915,7484350,6.61874322727481e-05,689514,113.540321230926,-22.7280389739521,TRUE
"41",762060,7483345,0.000130919759573844,824011,113.55162907086,-22.7369313324896,TRUE
"42",761930,7485130,0.000274927724459053,585509,113.550065403589,-22.7208423308846,TRUE
"43",762345,7489135,2.90934659006074e-05,50524,113.553432027581,-22.6846336550001,TRUE
"44",761305,7485465,6.61874322727481e-05,540628,113.543929304241,-22.7179159287037,TRUE
"45",762035,7486615,0.00032244681326812,387134,113.550838356415,-22.7074242351691,TRUE
"46",762240,7483940,0.000130919759573844,744555,113.553280595066,-22.7315336250566,TRUE
"47",762660,7487950,0.000274927724459053,208903,113.556694121551,-22.6952790773052,TRUE
"48",761825,7482940,6.10960187894674e-05,878072,113.549410479845,-22.7406228726963,TRUE
"49",762400,7485275,0.000168013725945985,566231,113.554613367038,-22.7194607131397,TRUE
"50",763335,7485055,2.90932925683402e-05,595810,113.563746137853,-22.721300480522,TRUE
"51",761045,7481380,6.10960187894674e-05,1086332,113.54208189099,-22.7548225413948,TRUE
"52",763165,7486835,0.000130919759573844,357968,113.561793194468,-22.7052630413057,TRUE
"53",762020,7482160,0.000130919759573844,982319,113.551438507094,-22.7476318681154,TRUE
"54",762385,7487505,7.15211412263938e-05,268300,113.554093857725,-22.6993378364201,TRUE
"55",762175,7480825,2.90932925683402e-05,1160706,113.55317070521,-22.7596557546988,TRUE
"56",762280,7486170,0.000274927724459053,446635,113.553296063018,-22.7114022126509,TRUE
